ligand_SMILES,ligand_stoichiometry,ligand_number_of_atoms,ligand_charge,ligand_multiplicity,ligand_dipole,ligand_molar_mass,ligand_molar_volume,ligand_electronic_spatial_extent,ligand_homo_energy,ligand_lumo_energy,ligand_electronegativity,ligand_hardness,ligand_electrophilicity,ligand_E_scf,ligand_zero_point_correction,ligand_E_thermal_correction,ligand_H_thermal_correction,ligand_G_thermal_correction,ligand_E_zpe,ligand_E,ligand_H,ligand_G,ligand_ES_root_dipole,ligand_ES_root_molar_volume,ligand_ES_root_electronic_spatial_extent,ligand_ES1_transition,ligand_ES1_osc_strength,ligand_ES1_<S**2>,ligand_ES2_transition,ligand_ES2_osc_strength,ligand_ES2_<S**2>,ligand_ES3_transition,ligand_ES3_osc_strength,ligand_ES3_<S**2>,ligand_ES4_transition,ligand_ES4_osc_strength,ligand_ES4_<S**2>,ligand_ES5_transition,ligand_ES5_osc_strength,ligand_ES5_<S**2>,ligand_ES6_transition,ligand_ES6_osc_strength,ligand_ES6_<S**2>,ligand_ES7_transition,ligand_ES7_osc_strength,ligand_ES7_<S**2>,ligand_ES8_transition,ligand_ES8_osc_strength,ligand_ES8_<S**2>,ligand_ES9_transition,ligand_ES9_osc_strength,ligand_ES9_<S**2>,ligand_ES10_transition,ligand_ES10_osc_strength,ligand_ES10_<S**2>,ligand_c_min_atom_number,ligand_c_min_atom=N,ligand_c_min_atom=C,ligand_c_min_atom=O,ligand_c_min_Mulliken_charge,ligand_c_min_APT_charge,ligand_c_min_NPA_charge,ligand_c_min_NPA_core,ligand_c_min_NPA_valence,ligand_c_min_NPA_Rydberg,ligand_c_min_NPA_total,ligand_c_min_NMR_shift,ligand_c_min_NMR_anisotropy,ligand_c_min_ES_root_Mulliken_charge,ligand_c_min_ES_root_NPA_charge,ligand_c_min_ES_root_NPA_core,ligand_c_min_ES_root_NPA_valence,ligand_c_min_ES_root_NPA_Rydberg,ligand_c_min_ES_root_NPA_total,ligand_c_min+1_atom_number,ligand_c_min+1_atom=C,ligand_c_min+1_atom=O,ligand_c_min+1_Mulliken_charge,ligand_c_min+1_APT_charge,ligand_c_min+1_NPA_charge,ligand_c_min+1_NPA_core,ligand_c_min+1_NPA_valence,ligand_c_min+1_NPA_Rydberg,ligand_c_min+1_NPA_total,ligand_c_min+1_NMR_shift,ligand_c_min+1_NMR_anisotropy,ligand_c_min+1_ES_root_Mulliken_charge,ligand_c_min+1_ES_root_NPA_charge,ligand_c_min+1_ES_root_NPA_core,ligand_c_min+1_ES_root_NPA_valence,ligand_c_min+1_ES_root_NPA_Rydberg,ligand_c_min+1_ES_root_NPA_total,ligand_c_max_atom_number,ligand_c_max_atom=P,ligand_c_max_Mulliken_charge,ligand_c_max_APT_charge,ligand_c_max_NPA_charge,ligand_c_max_NPA_core,ligand_c_max_NPA_valence,ligand_c_max_NPA_Rydberg,ligand_c_max_NPA_total,ligand_c_max_NMR_shift,ligand_c_max_NMR_anisotropy,ligand_c_max_ES_root_Mulliken_charge,ligand_c_max_ES_root_NPA_charge,ligand_c_max_ES_root_NPA_core,ligand_c_max_ES_root_NPA_valence,ligand_c_max_ES_root_NPA_Rydberg,ligand_c_max_ES_root_NPA_total,ligand_c_max-1_atom_number,ligand_c_max-1_atom=C,ligand_c_max-1_atom=H,ligand_c_max-1_atom=P,ligand_c_max-1_Mulliken_charge,ligand_c_max-1_APT_charge,ligand_c_max-1_NPA_charge,ligand_c_max-1_NPA_core,ligand_c_max-1_NPA_valence,ligand_c_max-1_NPA_Rydberg,ligand_c_max-1_NPA_total,ligand_c_max-1_NMR_shift,ligand_c_max-1_NMR_anisotropy,ligand_c_max-1_ES_root_Mulliken_charge,ligand_c_max-1_ES_root_NPA_charge,ligand_c_max-1_ES_root_NPA_core,ligand_c_max-1_ES_root_NPA_valence,ligand_c_max-1_ES_root_NPA_Rydberg,ligand_c_max-1_ES_root_NPA_total,ligand_c_min_%VBur,ligand_c_min+1_%VBur,ligand_c_max_%VBur,ligand_c_max-1_%VBur
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.0986,280.4325,2687.358,6092.8977,-0.2008,0.04784,0.07648,0.12432,0.12432,-1047.150407,0.486683,0.505703,0.506648,0.440351,-1046.663723,-1046.644703,-1046.643759,-1046.710055,1.3571,3067.388,6096.6928,210.77,0.0767,0,198.61,0.069,0,185.73,0.0279,0,173.22,0.0088,0,172.71,0.0196,0,170.88,0.009,0,165.13,0.0037,0,161.06,0.0306,0,158.72,0.0063,0,153.75,0.0769,0,9,0,1,0,-0.273661,-0.030712,-0.53751,1.99923,4.52361,0.01466,6.53751,150.5724,22.7333,-0.237179,-0.52792,1.99916,4.51013,0.01863,6.52792,16,1,0,-0.290979,-0.008795,-0.52666,1.9992,4.51164,0.01581,6.52666,145.8794,32.9245,-0.247868,-0.53176,1.99913,4.51008,0.02254,6.53176,1,1,0.403097,0.302142,0.7708,9.99871,4.1982,0.03229,14.2292,369.9001,73.2185,0.344003,0.9302,9.99781,3.99124,0.08075,14.0698,39,0,1,0,0.156035,-0.018144,0.23842,0,0.76027,0.00131,0.76158,29.7789,4.7774,0.144577,0.22949,0,0.76899,0.00153,0.77051,0.791173917,0.797101883,0.833028951,0.522080177
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.1314,280.4325,3340.071,6169.002,-0.20097,0.04962,0.075675,0.125295,0.125295,-1047.149785,0.486449,0.505677,0.506621,0.43929,-1046.663336,-1046.644108,-1046.643164,-1046.710495,1.5199,2683.475,6172.4797,208.38,0.0864,0,198.7,0.0404,0,183.14,0.0644,0,176.19,0.0074,0,171.05,0.0168,0,169.12,0.0089,0,165.27,0.0048,0,159.58,0.023,0,159.1,0.0018,0,155.14,0.0029,0,16,0,1,0,-0.266448,-0.057564,-0.54519,1.99924,4.53115,0.0148,6.54519,155.6061,15.7109,-0.239328,-0.51879,1.99916,4.50244,0.01719,6.51879,2,1,0,-0.301081,-0.020753,-0.54249,1.99919,4.52653,0.01677,6.54249,153.0116,22.7198,-0.276106,-0.62314,1.99916,4.59843,0.02555,6.62314,1,1,0.400959,0.322444,0.79253,9.99871,4.17466,0.0341,14.20747,345.7198,64.1334,0.325222,0.93618,9.99779,3.97762,0.0884,14.06382,35,0,1,0,0.154656,-0.018923,0.23841,0,0.76024,0.00135,0.76159,30.0662,5.0822,0.146346,0.23205,0,0.76633,0.00162,0.76795,0.802730457,0.794796563,0.819406605,0.504954941
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.1474,280.4325,2502.195,6143.0772,-0.20161,0.05386,0.073875,0.127735,0.127735,-1047.154239,0.486415,0.505555,0.5065,0.439793,-1046.667824,-1046.648684,-1046.64774,-1046.714446,1.382,2557.188,6147.1931,204.37,0.0713,0,197.64,0.0956,0,188.37,0.0094,0,176.98,0.0244,0,169.47,0.0132,0,168.65,0.0081,0,164.44,0.0075,0,158.02,0.0027,0,157.05,0.0018,0,153.84,0.0046,0,2,0,1,0,-0.298146,-0.040878,-0.54796,1.9992,4.53303,0.01574,6.54796,157.8737,15.7098,-0.245978,-0.60802,1.99915,4.58527,0.02361,6.60802,16,1,0,-0.281964,-0.030853,-0.53631,1.99924,4.52181,0.01527,6.53631,152.621,19.6118,-0.282474,-0.60086,1.9992,4.57693,0.02473,6.60086,1,1,0.392526,0.320288,0.7984,9.9987,4.16874,0.03416,14.2016,354.758,83.7428,0.324199,0.97711,9.99776,3.93503,0.0901,14.02289,45,0,1,0,0.155067,-0.017634,0.23841,0,0.76026,0.00133,0.76159,29.9981,5.0383,0.140235,0.22724,0,0.77119,0.00157,0.77276,0.810275141,0.813837909,0.823119068,0.512948714
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.1956,280.4325,2546.386,6059.382,-0.19996,0.05188,0.07404,0.12592,0.12592,-1047.152092,0.486276,0.505453,0.506397,0.439738,-1046.665817,-1046.646639,-1046.645695,-1046.712355,1.3064,2604.924,6063.6145,208.68,0.0583,0,196,0.0933,0,191.46,0.006,0,179.9,0.0285,0,176.65,0.0131,0,172.52,0.0133,0,164.34,0.0066,0,158.8,0.0071,0,157.75,0.0266,0,157.3,0.0134,0,2,0,1,0,-0.299999,-0.050352,-0.55315,1.99922,4.53813,0.01581,6.55315,156.7823,13.5872,-0.280971,-0.64929,1.99919,4.62493,0.02517,6.64929,9,1,0,-0.277973,-0.053866,-0.54126,1.99923,4.5271,0.01493,6.54126,157.6755,13.9462,-0.264393,-0.55898,1.99917,4.53882,0.02099,6.55898,1,1,0.388507,0.341185,0.80786,9.99872,4.15707,0.03636,14.19214,331.0186,42.2024,0.349513,1.03617,9.99774,3.88002,0.08607,13.96383,39,0,1,0,0.157369,-0.015635,0.2399,0,0.75879,0.00131,0.7601,29.9076,5.1774,0.138827,0.2265,0,0.77101,0.00249,0.7735,0.804736385,0.82883746,0.812011616,0.511541571
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.1956,280.4325,2809.825,6059.512,-0.19997,0.05188,0.074045,0.125925,0.125925,-1047.152092,0.486275,0.505453,0.506397,0.439737,-1046.665817,-1046.646639,-1046.645695,-1046.712355,1.3069,2985.439,6063.7454,208.68,0.0583,0,195.99,0.0933,0,191.46,0.006,0,179.9,0.0285,0,176.64,0.013,0,172.51,0.0133,0,164.34,0.0066,0,158.8,0.0071,0,157.76,0.0268,0,157.3,0.0133,0,2,0,1,0,-0.299991,-0.050351,-0.55316,1.99922,4.53813,0.01581,6.55316,156.7786,13.5898,-0.280977,-0.64927,1.99919,4.62491,0.02517,6.64927,16,1,0,-0.27796,-0.053843,-0.54124,1.99923,4.52707,0.01493,6.54124,157.6709,13.9491,-0.264381,-0.559,1.99917,4.53883,0.02099,6.559,1,1,0.38849,0.341179,0.80788,9.99872,4.15705,0.03636,14.19212,331.0242,42.1534,0.34954,1.03623,9.99774,3.87998,0.08605,13.96377,45,0,1,0,0.157362,-0.015644,0.23989,0,0.7588,0.00131,0.76011,29.908,5.1775,0.138814,0.22649,0,0.77102,0.00249,0.77351,0.804706446,0.828927278,0.811951738,0.51157151
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.1956,280.4325,2487.949,6059.4192,-0.19997,0.05188,0.074045,0.125925,0.125925,-1047.152092,0.486276,0.505453,0.506398,0.439739,-1046.665816,-1046.646639,-1046.645695,-1046.712353,1.3071,3073.349,6063.652,208.67,0.0583,0,195.99,0.0933,0,191.45,0.006,0,179.9,0.0285,0,176.63,0.013,0,172.51,0.0133,0,164.33,0.0066,0,158.8,0.0071,0,157.75,0.0267,0,157.29,0.0133,0,2,0,1,0,-0.299993,-0.050377,-0.55317,1.99922,4.53814,0.01581,6.55317,156.7812,13.5861,-0.280973,-0.6493,1.99919,4.62494,0.02517,6.6493,16,1,0,-0.277955,-0.053832,-0.54123,1.99923,4.52707,0.01493,6.54123,157.668,13.9521,-0.264365,-0.55897,1.99917,4.5388,0.02099,6.55897,1,1,0.3885,0.341175,0.80787,9.99872,4.15706,0.03635,14.19213,331.0234,42.1636,0.349489,1.03616,9.99774,3.88003,0.08607,13.96384,45,0,1,0,0.157358,-0.015653,0.23989,0,0.7588,0.00131,0.76011,29.9082,5.1781,0.138808,0.22649,0,0.77102,0.0025,0.77351,0.804736385,0.828867399,0.811981677,0.511481692
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.1473,280.4325,2722.141,6142.9137,-0.20161,0.05386,0.073875,0.127735,0.127735,-1047.154239,0.486416,0.505556,0.5065,0.439795,-1046.667823,-1046.648683,-1046.647739,-1046.714445,1.3823,3162.082,6147.0308,204.37,0.0712,0,197.64,0.0956,0,188.37,0.0094,0,176.98,0.0244,0,169.47,0.0132,0,168.65,0.0081,0,164.44,0.0075,0,158.02,0.0027,0,157.06,0.0018,0,153.84,0.0047,0,2,0,1,0,-0.298147,-0.040885,-0.54797,1.9992,4.53304,0.01574,6.54797,157.8748,15.7074,-0.245972,-0.60801,1.99915,4.58525,0.02361,6.60801,9,1,0,-0.281965,-0.030871,-0.53633,1.99924,4.52183,0.01527,6.53633,152.6202,19.6173,-0.282491,-0.6009,1.9992,4.57697,0.02473,6.6009,1,1,0.392533,0.320308,0.79842,9.9987,4.16872,0.03416,14.20158,354.766,83.7607,0.324255,0.97717,9.99776,3.93496,0.0901,14.02283,35,0,1,0,0.155068,-0.017632,0.23841,0,0.76026,0.00133,0.76159,29.9981,5.0382,0.140235,0.22724,0,0.77119,0.00157,0.77276,0.810364959,0.813897787,0.823208886,0.512978653
CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,1.1587,304.3707,2646.579,6675.9735,-0.20126,-0.02098,0.11112,0.09014,0.09014,-1154.234885,0.35814,0.378652,0.379597,0.30872,-1153.876745,-1153.856233,-1153.855289,-1153.926166,5.8003,3188.65,6682.4091,298.56,0.086,0,287.82,0.1532,0,262.87,0.0008,0,261.06,0.0012,0,254.33,0.008,0,251.44,0.0125,0,237.22,0.0214,0,235.69,0.0059,0,231.63,0.0051,0,231.26,0.0458,0,22,0,1,0,-0.546218,0.029955,-0.69787,1.99938,4.69111,0.00738,6.69787,167.3585,28.6317,-0.54971,-0.69866,1.99938,4.69171,0.00757,6.69866,1,1,0,-0.54056,0.045079,-0.68588,1.99937,4.67865,0.00786,6.68588,167.253,27.7715,-0.540331,-0.67377,1.99939,4.66663,0.00775,6.67377,8,1,0.327709,0.663331,0.88453,9.99848,4.07527,0.04172,14.11547,351.5022,43.5685,0.450867,1.24801,9.99761,3.70565,0.04873,13.75199,43,0,1,0,0.186176,0.015493,0.25602,0,0.74318,0.0008,0.74398,29.2575,6.3684,0.174673,0.24474,0,0.7543,0.00095,0.75526,0.511990659,0.552019401,0.771563726,0.416993503
CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,1.018,304.3707,2347.108,6659.6679,-0.20459,-0.02052,0.112555,0.092035,0.092035,-1154.242876,0.358133,0.37864,0.379584,0.308821,-1153.884743,-1153.864236,-1153.863292,-1153.934055,6.7969,2566.172,6665.7765,293.16,0.0515,0,278.55,0.1816,0,257.83,0.0048,0,254.44,0.0036,0,251.96,0.0004,0,245.86,0.0282,0,237.08,0.0128,0,233.53,0.0234,0,232.7,0.006,0,228.81,0.0165,0,22,0,1,0,-0.546212,0.024618,-0.69787,1.99938,4.69108,0.00742,6.69787,167.7492,29.999,-0.547072,-0.6997,1.99938,4.69275,0.00757,6.6997,15,1,0,-0.546808,0.028894,-0.69773,1.99938,4.69088,0.00746,6.69773,167.2554,25.6833,-0.54805,-0.70301,1.99938,4.69578,0.00785,6.70301,8,1,0.34947,0.638324,0.88474,9.99846,4.07623,0.04056,14.11526,361.0138,26.2937,0.477154,1.25486,9.99757,3.70178,0.04579,13.74514,42,0,1,0,0.184121,0.014862,0.25264,0,0.74655,0.0008,0.74736,29.4534,5.5612,0.176078,0.24485,0,0.75437,0.00078,0.75515,0.503607676,0.492140954,0.78527589,0.426693812
CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,1.1585,304.3707,2901.853,6675.9134,-0.20127,-0.02098,0.111125,0.090145,0.090145,-1154.234885,0.358141,0.378653,0.379597,0.308722,-1153.876744,-1153.856233,-1153.855289,-1153.926163,5.7951,3061.295,6682.3463,298.54,0.0861,0,287.81,0.1532,0,262.86,0.0008,0,261.05,0.0011,0,254.33,0.0079,0,251.43,0.0125,0,237.22,0.0214,0,235.69,0.006,0,231.63,0.005,0,231.26,0.0458,0,15,0,1,0,-0.546204,0.029966,-0.69787,1.99938,4.69111,0.00738,6.69787,167.3571,28.6321,-0.549701,-0.69864,1.99938,4.69169,0.00757,6.69864,22,1,0,-0.540541,0.045107,-0.68588,1.99937,4.67865,0.00786,6.68588,167.2496,27.7676,-0.540314,-0.67378,1.99939,4.66664,0.00775,6.67378,8,1,0.327713,0.663337,0.88456,9.99848,4.07525,0.04172,14.11544,351.5161,43.5654,0.450817,1.24793,9.99761,3.70573,0.04873,13.75207,36,0,1,0,0.186172,0.015484,0.25602,0,0.74318,0.0008,0.74398,29.2571,6.3693,0.174646,0.24472,0,0.75432,0.00095,0.75528,0.511990659,0.552019401,0.771563726,0.416903686
CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,1.1585,304.3707,2870.181,6676.094,-0.20126,-0.02098,0.11112,0.09014,0.09014,-1154.234885,0.35814,0.378652,0.379597,0.308719,-1153.876745,-1153.856233,-1153.855289,-1153.926166,5.8,2423.708,6682.5302,298.57,0.086,0,287.83,0.1533,0,262.88,0.0008,0,261.07,0.0012,0,254.34,0.008,0,251.45,0.0125,0,237.22,0.0214,0,235.69,0.006,0,231.63,0.0051,0,231.26,0.0458,0,1,0,1,0,-0.546205,0.029964,-0.69788,1.99938,4.69111,0.00738,6.69788,167.357,28.6327,-0.549708,-0.69866,1.99938,4.69171,0.00757,6.69866,15,1,0,-0.540568,0.045073,-0.68589,1.99937,4.67865,0.00786,6.68589,167.2535,27.773,-0.540338,-0.67377,1.99939,4.66664,0.00775,6.67377,8,1,0.327719,0.663267,0.88455,9.99848,4.07525,0.04172,14.11545,351.508,43.55,0.450878,1.24804,9.99761,3.70562,0.04873,13.75196,25,0,1,0,0.18617,0.015475,0.25602,0,0.74317,0.0008,0.74398,29.2577,6.3708,0.174668,0.24475,0,0.7543,0.00095,0.75525,0.512140355,0.551989461,0.771533786,0.416903686
CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,1.0179,304.3707,3004.526,6659.7307,-0.20459,-0.02052,0.112555,0.092035,0.092035,-1154.242875,0.358133,0.37864,0.379584,0.30882,-1153.884743,-1153.864236,-1153.863292,-1153.934055,6.7973,2848.041,6665.8409,293.16,0.0515,0,278.56,0.1816,0,257.82,0.0048,0,254.44,0.0036,0,251.96,0.0004,0,245.86,0.0282,0,237.08,0.0128,0,233.53,0.0234,0,232.7,0.0059,0,228.81,0.0165,0,1,0,1,0,-0.546211,0.024608,-0.69787,1.99938,4.69108,0.00742,6.69787,167.7508,30.0009,-0.547064,-0.69969,1.99938,4.69273,0.00757,6.69969,15,1,0,-0.54681,0.028894,-0.69772,1.99938,4.69088,0.00746,6.69772,167.2554,25.6801,-0.548026,-0.70301,1.99938,4.69578,0.00785,6.70301,8,1,0.349463,0.638346,0.88476,9.99846,4.07622,0.04056,14.11524,361.0232,26.2899,0.477128,1.25487,9.99757,3.70177,0.04579,13.74513,23,0,1,0,0.184125,0.014873,0.25264,0,0.74656,0.0008,0.74736,29.4534,5.5588,0.176067,0.24484,0,0.75438,0.00078,0.75516,0.503547798,0.492140954,0.785096255,0.426663872
CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C21H21P,43,0,1,1.2173,304.3707,3105.639,6701.2289,-0.20309,-0.02238,0.112735,0.090355,0.090355,-1154.235323,0.358406,0.378817,0.379761,0.308856,-1153.876916,-1153.856506,-1153.855561,-1153.926467,5.3834,2471.835,6705.9722,301.08,0.009,0,276.05,0.0426,0,262,0.056,0,259.9,0.0072,0,252.22,0.1079,0,250.27,0.0374,0,243.35,0.0407,0,237.01,0.0427,0,233.88,0.0335,0,230.44,0.0675,0,1,0,1,0,-0.539969,0.031649,-0.69611,1.99938,4.68949,0.00723,6.69611,166.4694,25.8208,-0.554785,-0.69635,1.99938,4.68971,0.00725,6.69635,22,1,0,-0.547926,0.034646,-0.69045,1.99937,4.68318,0.0079,6.69045,167.5856,22.2754,-0.544104,-0.68151,1.99938,4.67432,0.0078,6.68151,8,1,0.371298,0.63684,0.87694,9.9985,4.08389,0.04067,14.12306,360.1666,50.8894,0.514015,1.26207,9.99763,3.69373,0.04657,13.73793,25,0,1,0,0.183971,0.01389,0.25458,0,0.74468,0.00074,0.74542,29.0558,5.1267,0.154517,0.22985,0,0.76862,0.00153,0.77015,0.488787761,0.547887788,0.777461753,0.424687884
P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,C18H15P,34,0,1,1.413,262.2903,2699.682,5470.5751,-0.21146,-0.01885,0.115155,0.096305,0.096305,-1036.298233,0.27422,0.290143,0.291087,0.227727,-1036.024013,-1036.00809,-1036.007146,-1036.070506,3.7713,2076.678,5475.9568,274.97,0.1271,0,274.76,0.1285,0,260.58,0.0022,0,245.14,0.0002,0,245.08,0.0002,0,240.68,0.0085,0,228.45,0.0146,0,224.87,0.0005,0,224.8,0.0004,0,220.69,0.0009,0,2,0,1,0,-0.094619,-0.157468,-0.36207,1.99893,4.3399,0.02324,6.36207,56.1606,179.4228,-0.129784,-0.4776,1.99887,4.45255,0.02618,6.4776,14,1,0,-0.094558,-0.15746,-0.36196,1.99893,4.33979,0.02324,6.36196,56.1046,179.4567,-0.108448,-0.43963,1.99887,4.41649,0.02427,6.43963,1,1,0.334435,0.676221,0.9009,9.99843,4.05876,0.04192,14.0991,361.4428,39.667,0.450688,1.24228,9.9975,3.70998,0.05025,13.75772,34,0,1,0,0.147384,0.044668,0.24518,0,0.75337,0.00145,0.75482,25.3972,12.2175,0.130789,0.23644,0,0.76222,0.00134,0.76356,0.732043951,0.732433161,0.702883147,0.522589144
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,2.2348,410.5351,3478.319,10846.6773,-0.19863,-0.0184,0.108515,0.090115,0.090115,-1503.617867,0.561656,0.589809,0.590753,0.503263,-1503.056211,-1503.028057,-1503.027113,-1503.114604,8.4839,3516.967,10854.375,296.59,0.0264,0,268.98,0.013,0,260.82,0.0653,0,250.88,0.0067,0,246.7,0.0555,0,240.89,0.0222,0,238.14,0.0013,0,234.18,0.0193,0,224.74,0.0249,0,223.86,0.0344,0,28,0,0,1,-0.510711,-0.810624,-0.52602,1.99973,6.51496,0.01133,8.52602,233.9339,88.8153,-0.526523,-0.54584,1.99973,6.53488,0.01123,8.54584,30,0,1,-0.525136,-0.756488,-0.55983,1.99974,6.54799,0.0121,8.55983,261.993,90.4544,-0.525124,-0.5611,1.99974,6.54898,0.01237,8.5611,7,1,0.384811,0.481192,0.82165,9.99864,4.14328,0.03644,14.17835,332.3004,114.4363,0.613632,1.31527,9.99769,3.65071,0.03633,13.68473,27,1,0,0,0.334858,0.515272,0.33878,1.99874,3.6405,0.02197,5.66122,39.6022,124.3684,0.299688,0.30244,1.99873,3.67596,0.02286,5.69756,0.681536481,0.609742223,0.800664651,0.744947756
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2871,410.5351,3799.245,11121.2344,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.638474,0.561368,0.58963,0.590574,0.501758,-1503.077107,-1503.048845,-1503.047901,-1503.136717,6.5071,3450.69,11125.6546,280.38,0.0377,0,269.41,0.0308,0,256.74,0.0207,0,249.89,0.0114,0,243.18,0.001,0,241.01,0.0174,0,233.14,0.0039,0,231.78,0.0146,0,228.76,0.0054,0,226.27,0.0294,0,28,0,0,1,-0.511257,-0.819706,-0.52496,1.99974,6.51394,0.01129,8.52496,237.196,87.1942,-0.490477,-0.50604,1.99974,6.49476,0.01155,8.50604,30,0,1,-0.506788,-0.817172,-0.51735,1.99973,6.50616,0.01146,8.51735,232.5455,96.3639,-0.487778,-0.50215,1.99973,6.49073,0.01168,8.50215,7,1,0.418805,0.457136,0.85696,9.99861,4.10714,0.03729,14.14304,379.1776,52.7262,0.548613,1.2382,9.99766,3.72068,0.04347,13.7618,23,1,0,0,0.37812,0.578141,0.36021,1.99872,3.6194,0.02167,5.63979,39.4818,124.707,0.363357,0.35401,1.9987,3.6254,0.02188,5.64599,0.61989162,0.619412592,0.827041107,0.704439987
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,2.0757,410.5351,4115.549,11199.2079,-0.19746,-0.01169,0.104575,0.092885,0.092885,-1503.63039,0.560826,0.589283,0.590227,0.500781,-1503.069565,-1503.041107,-1503.040163,-1503.129609,4.5959,3455.508,11202.9062,294.42,0.0189,0,279.1,0.0181,0,257.07,0.0321,0,251.23,0.0047,0,247.64,0.0028,0,240.95,0.0129,0,238.28,0.0655,0,232.8,0.0219,0,225.62,0.045,0,223.23,0.0189,0,28,0,0,1,-0.511549,-0.8336,-0.52438,1.99974,6.51338,0.01127,8.52438,235.1087,91.8513,-0.495924,-0.51143,1.99974,6.50019,0.01151,8.51143,30,0,1,-0.525959,-0.782287,-0.56084,1.99974,6.54907,0.01203,8.56084,263.1861,84.0593,-0.53502,-0.57191,1.99974,6.56038,0.01178,8.57191,7,1,0.416157,0.508228,0.86559,9.99864,4.09771,0.03806,14.13441,357.6318,36.8445,0.616826,1.35303,9.99753,3.60843,0.04101,13.64697,27,1,0,0,0.341281,0.537226,0.34172,1.99873,3.63818,0.02136,5.65828,39.8234,123.2679,0.332079,0.33313,1.99872,3.64606,0.02209,5.66687,0.632885243,0.665279483,0.80838897,0.7100985
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2273,410.5351,4166.436,11260.0073,-0.19915,-0.00606,0.102605,0.096545,0.096545,-1503.637676,0.561388,0.589607,0.590551,0.501946,-1503.076287,-1503.048069,-1503.047125,-1503.13573,6.1339,4284.354,11264.1883,282.91,0.0091,0,263.49,0.0189,0,253.99,0.0071,0,249.37,0.011,0,246.95,0.0087,0,244.45,0.0286,0,236.55,0.0241,0,233.47,0.0056,0,232.55,0.0229,0,221.03,0.0341,0,30,0,0,1,-0.510747,-0.836751,-0.52311,1.99974,6.51211,0.01126,8.52311,234.8038,92.4538,-0.488303,-0.50262,1.99974,6.49134,0.01154,8.50262,28,0,1,-0.507769,-0.823749,-0.52156,1.99973,6.5104,0.01143,8.52156,232.361,93.9122,-0.490829,-0.50749,1.99973,6.49612,0.01164,8.50749,7,1,0.408415,0.478549,0.84611,9.99862,4.11982,0.03545,14.15389,375.6274,51.8612,0.55453,1.25664,9.99759,3.70502,0.04075,13.74336,27,1,0,0,0.366635,0.582301,0.35647,1.99873,3.62326,0.02154,5.64353,39.2829,124.1994,0.354159,0.34865,1.99871,3.63079,0.02184,5.65135,0.63722643,0.662704709,0.817250981,0.707583605
